Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","New Employment Criteria (jul 05, 2005)"
01,08,10006,"    ","  "," "
01,49,24015,3314,45,1
01,51,60111,3314,85,1
01,20,60003,"    ","  ",3
01,56,24013,3314,41,1
01,52,10018,3314,96,1
01,34,61041,1102,26,1
01,32,60413,3314,47,1
01,23,24012,"    ","  ",2
01,28,24015,3314,41,1
01,06,02000,"    ","  "," "
01,42,24013,3314,47,1
01,45,24015,"    ","  ",3
01,22,60913,"    ","  ",2
01,21,60001,"    ","  ",3
01,17,24015,"    ","  ",3
01,38,24012,3314,11,1
01,22,24015,3314,41,1
01,19,24015,3314,41,1
01,17,10018,"    ","  ",3
01,45,00000,3314,49,1
01,66,24015,"    ","  ",3
01,44,00000,3314,84,1
01,31,60411,3314,69,1
01,25,60001,3314,56,1
01,75,10018,"    ","  ",3
01,37,24015,3315,01,1
01,45,60111,3315,85,1
01,20,60002,3315,01,1
01,18,34023,"    ","  ",3
01,09,10013,"    ","  "," "
01,08,10012,"    ","  "," "
01,41,60002,3315,84,1
01,29,24015,3315,01,1
01,70,40913,"    ","  ",3
01,68,10018,3315,01,1
01,65,10018,3315,01,1
01,28,24015,3315,41,1
01,22,60003,3315,01,1
01,23,60003,3315,41,1
01,25,60612,3314,56,1
01,03,"     ","    ","  "," "
01,75,24011,3315,01,1
01,73,10018,"    ","  ",3
01,49,50716,3315,92,1
01,49,24015,"    ","  ",3
01,20,60001,3314,56,1
01,16,24015,"    ","  ",3
01,14,24012,"    ","  "," "
01,64,10018,3315,01,1
01,72,10012,"    ","  ",3
01,56,10018,3315,01,1
01,59,24015,3315,01,1
01,37,24015,"    ","  "," "
01,37,10013,3315,01,1
01,18,34011,"    ","  ",3
01,15,24012,"    ","  ",3
01,12,10015,"    ","  "," "
01,10,10013,"    ","  "," "
01,08,10012,"    ","  "," "
01,34,61013,3314,56,1
01,57,24013,3315,01,1
01,29,60003,3315,01,1
01,04,"     ","    ","  "," "
01,36,24012,3315,01,1
01,37,60111,"    ","  "," "
01,63,24013,3315,84,1
01,61,24013,3315,56,1
01,23,60413,3315,84,1
01,20,60001,"    ","  ",3
01,62,10014,3315,01,1
01,55,10018,3315,01,1
01,33,24015,3315,01,1
01,31,24015,"    ","  ",3
01,00,"     ","    ","  "," "
01,15,24015,"    ","  ",3
01,59,10018,3315,01,1
01,39,60111,3319,85,1
01,42,24012,3319,01,1
01,16,24015,"    ","  ",3
01,12,10018,"    ","  "," "
01,63,24012,"    ","  ",3
01,36,40913,"    ","  "," "
01,65,40913,"    ","  ",3
01,29,60713,3319,85,1
01,39,10018,3319,45,1
01,14,24012,"    ","  "," "
01,13,24011,"    ","  "," "
01,40,24015,3319,96,1
01,17,24015,"    ","  ",3
01,62,24011,"    ","  ",3
01,67,24013,"    ","  ",3
01,76,10018,3319,01,1
01,30,60413,"    ","  "," "
01,22,60003,3314,56,1
01,56,24015,"    ","  "," "
01,43,60001,3319,47,1
01,65,10018,"    ","  ",3
01,64,60002,"    ","  ",3
01,35,24015,3314,80,1
01,34,10018,3315,41,1
01,54,24015,3319,01,1
01,60,24015,3319,01,1
01,35,24015,3319,01,1
01,55,60001,3319,01,1
01,50,60002,3319,47,1
01,18,34013,"    ","  ",3
01,27,24015,3319,01,1
01,29,24015,"    ","  ",3
01,07,10011,"    ","  "," "
01,00,"     ","    ","  "," "
01,25,24015,3319,01,1
01,25,60111,"    ","  ",3
01,20,34013,"    ","  ",3
01,17,34011,"    ","  ",3
01,46,60314,"    ","  "," "
01,43,10018,3319,01,1
01,32,24015,"    ","  ",3
01,13,10018,"    ","  "," "
01,07,10011,"    ","  "," "
01,01,"     ","    ","  "," "
01,59,24015,3319,01,1
01,33,24015,3319,41,1
01,29,24015,"    ","  ",3
01,08,10012,"    ","  "," "
01,10,10014,"    ","  "," "
01,00,"     ","    ","  "," "
01,64,24015,"    ","  ",3
01,59,10011,"    ","  ",3
01,07,10011,"    ","  "," "
01,09,10012,"    ","  "," "
01,68,10013,"    ","  ",3
01,41,24015,"    ","  "," "
01,14,24012,"    ","  "," "
01,54,24015,3319,84,1
01,58,60111,"    ","  "," "
01,31,60111,3319,84,1
01,38,60111,"    ","  "," "
01,15,24015,"    ","  ",3
01,57,60111,3319,85,1
01,33,60811,3319,46,1
01,30,60111,3319,85,1
01,24,60313,3319,84,1
01,46,60314,3314,84,1
01,44,60003,"    ","  "," "
01,23,60314,"    ","  ",2
01,21,60003,"    ","  ",3
01,68,10012,3319,01,1
01,33,24015,3319,01,1
01,32,24015,"    ","  "," "
01,24,24015,"    ","  "," "
01,27,10018,3319,01,1
01,37,61041,3319,41,1
01,36,60111,"    ","  "," "
01,06,02000,"    ","  "," "
01,60,24013,"    ","  "," "
01,74,10018,3320,84,1
01,57,10013,3320,96,1
01,19,34013,3320,47,1
01,25,61013,"    ","  ",3
01,00,"     ","    ","  "," "
01,17,24015,"    ","  ",3
01,10,10014,"    ","  "," "
01,30,24015,3320,41,1
01,30,24015,"    ","  ",3
01,03,"     ","    ","  "," "
01,01,"     ","    ","  "," "
01,79,60111,"    ","  ",3
01,75,60111,"    ","  ",3
01,57,24015,"    ","  ",2
01,62,24015,3320,01,1
01,38,24015,"    ","  ",3
01,15,24013,"    ","  ",3
01,06,02000,"    ","  "," "
01,02,"     ","    ","  "," "
01,36,24015,3307,41,1
01,34,24015,"    ","  ",3
01,34,24015,3320,47,1
01,32,24015,"    ","  ",3
01,12,10015,"    ","  "," "
01,07,10011,"    ","  "," "
01,70,10013,3320,01,1
01,66,24011,"    ","  ",3
01,08,10012,"    ","  "," "
01,38,10015,3312,46,1
01,40,10013,3320,01,1
01,17,10012,"    ","  ",3
01,07,02000,"    ","  "," "
01,04,"     ","    ","  "," "
01,02,"     ","    ","  "," "
01,38,10014,3320,01,1
01,36,24015,1102,55,1
01,16,24015,"    ","  ",3
01,14,24012,"    ","  "," "
01,13,10018,"    ","  "," "
01,77,10015,"    ","  ",3
01,73,60001,3320,11,1
01,74,40415,3320,11,1
01,12,10018,"    ","  "," "
01,49,24015,3320,01,1
01,39,10014,3320,01,1
01,17,24015,"    ","  ",3
01,12,10018,"    ","  "," "
01,20,35013,3320,41,1
01,21,34023,"    ","  ",3
01,66,24015,3320,47,1
01,33,24015,3320,47,1
01,18,34011,"    ","  ",3
01,42,60002,"    ","  "," "
01,12,10018,"    ","  "," "
01,43,24015,3320,96,1
01,17,24015,"    ","  ",3
01,08,10012,"    ","  "," "
01,71,10018,"    ","  ",3
01,42,10018,3320,41,1
01,58,24015,3320,41,1
01,52,24015,"    ","  ",3
01,32,50714,"    ","  ",3
01,27,60511,1102,26,1
01,03,"     ","    ","  "," "
01,27,60314,3314,84,1
01,24,35013,3309,10,1
01,05,00000,"    ","  "," "
01,67,24015,"    ","  ",3
01,59,50716,"    ","  "," "
01,35,60716,"    ","  "," "
01,34,60913,"    ","  "," "
01,14,24012,"    ","  "," "
01,07,02000,"    ","  "," "
01,61,10015,3320,84,1
01,52,24011,3320,96,1
01,24,35013,3320,41,1
01,29,24015,1102,47,1
01,13,10018,"    ","  "," "
01,07,02000,"    ","  "," "
01,64,60914,"    ","  ",3
01,70,60002,"    ","  ",3
01,51,60913,3320,01,1
01,50,60915,3320,56,1
01,65,50714,"    ","  ",3
01,39,60002,"    ","  ",2
01,59,10018,5511,84,1
01,53,10018,5511,56,1
01,30,24015,"    ","  ",2
01,18,34011,5511,01,1
01,61,24011,"    ","  ",2
01,61,24015,"    ","  ",3
01,34,24011,5511,01,1
01,34,24011,5511,01,1
01,15,24012,"    ","  ",3
01,14,24011,"    ","  "," "
01,13,10015,"    ","  "," "
01,10,10014,"    ","  "," "
01,09,10012,"    ","  "," "
01,00,"     ","    ","  "," "
01,37,24013,5531,41,1
01,44,24015,5511,84,1
01,14,24013,"    ","  "," "
01,20,60001,"    ","  ",3
01,00,"     ","    ","  "," "
01,64,24015,5511,84,1
01,67,24015,5546,47,1
01,31,24015,5511,80,1
01,61,24015,"    ","  ",3
01,31,24015,5511,49,1
01,30,24015,"    ","  ",3
01,13,10018,"    ","  "," "
01,09,10012,"    ","  "," "
01,27,60111,5511,85,1
01,27,60111,5517,85,1
01,70,10018,5511,92,1
01,42,60111,5524,85,1
01,08,10012,"    ","  "," "
01,04,"     ","    ","  "," "
01,65,60111,"    ","  ",3
01,35,24015,5511,41,1
01,15,24013,"    ","  ",3
01,10,10014,"    ","  "," "
01,60,24015,"    ","  ",3
01,58,24015,"    ","  "," "
01,22,60001,"    ","  ",3
01,26,60413,"    ","  ",2
01,05,00000,"    ","  "," "
01,47,60002,5511,49,1
01,47,60111,5511,47,1
01,25,60111,5511,84,1
01,23,60111,5511,47,1
01,19,60001,5511,47,1
01,69,60913,5511,47,1
01,60,60411,5511,47,1
01,64,24015,5511,96,1
01,75,24015,"    ","  ",3
01,36,60001,"    ","  ",3
01,35,24015,"    ","  "," "
01,13,24011,"    ","  "," "
01,09,10012,"    ","  "," "
01,06,01000,"    ","  "," "
01,57,10018,5522,31,1
01,63,24015,"    ","  ",3
01,28,24015,5522,31,1
01,05,02000,"    ","  "," "
01,32,10018,5522,31,1
01,30,24015,"    ","  ",3
01,11,10014,"    ","  "," "
01,09,10012,"    ","  "," "
01,04,"     ","    ","  "," "
01,01,"     ","    ","  "," "
01,31,60612,5522,45,1
01,31,60913,5513,86,1
01,11,10014,"    ","  "," "
01,61,60413,"    ","  ",3
01,19,24013,5513,47,1
01,70,24012,"    ","  ",3
01,65,10018,"    ","  ",3
01,45,60002,5518,47,1
01,08,10012,"    ","  "," "
01,19,60001,"    ","  ",3
01,25,60923,5518,84,1
01,00,"     ","    ","  "," "
01,21,60002,"    ","  ",3
01,51,60421,5522,84,1
01,20,60001,"    ","  ",3
01,18,34011,"    ","  ",3
01,17,10006,"    ","  ",3
01,46,60003,5513,31,1
01,49,24015,"    ","  ",3
01,27,00000,"    ","  ",3
01,26,60003,5513,84,1
01,24,24015,5513,31,1
01,12,10018,"    ","  "," "
01,61,10018,5513,31,1
01,33,24015,5522,10,1
01,33,24015,"    ","  ",3
01,10,10013,"    ","  "," "
01,06,02000,"    ","  "," "
01,13,24012,"    ","  "," "
01,70,24015,5513,47,1
01,21,60002,5513,47,1
01,15,24012,"    ","  ",3
01,62,10018,5513,31,1
01,60,24015,5513,47,1
01,20,10013,5513,41,1
01,17,24011,"    ","  ",3
01,15,10018,"    ","  ",3
01,40,24015,5513,41,1
01,37,40917,"    ","  ",3
01,08,10012,"    ","  "," "
01,14,24011,"    ","  "," "
01,57,24013,5522,41,1
01,49,10018,5513,47,1
01,29,24013,5513,47,1
01,25,60410,5518,47,1
01,19,60001,5522,41,1
01,08,10011,"    ","  "," "
01,08,10011,"    ","  "," "
01,46,60002,5513,31,1
01,31,24015,"    ","  ",3
01,09,10013,"    ","  "," "
01,03,"     ","    ","  "," "
01,32,60003,5522,93,1
01,33,60913,5513,84,1
01,09,10012,"    ","  "," "
01,08,10011,"    ","  "," "
01,01,"     ","    ","  "," "
01,36,24015,5513,31,1
01,35,24015,"    ","  ",3
01,10,10014,"    ","  "," "
01,05,00000,"    ","  "," "
01,02,"     ","    ","  "," "
01,11,10014,"    ","  "," "
01,43,60311,5513,49,1
01,33,24015,"    ","  "," "
01,17,34013,"    ","  ",3
01,16,24013,"    ","  ",3
01,28,24015,5513,31,1
01,27,60111,"    ","  ",3
01,03,"     ","    ","  "," "
01,50,60188,5518,69,1
01,43,61041,5522,49,1
01,43,60111,5513,85,1
01,31,10018,5516,47,1
01,26,34013,"    ","  ",3
01,03,"     ","    ","  "," "
01,50,10018,5516,01,1
01,37,24015,"    ","  ",3
01,15,24013,5516,41,1
01,08,10011,"    ","  "," "
01,79,10018,"    ","  ",3
01,60,10018,5516,01,1
01,26,24015,5516,42,1
01,12,24011,"    ","  "," "
01,26,24015,"    ","  ",3
01,00,"     ","    ","  "," "
01,80,10015,"    ","  ",3
01,42,60915,5516,01,1
01,52,24015,5516,47,1
01,28,50619,"    ","  ",3
01,05,00000,"    ","  "," "
01,03,"     ","    ","  "," "
01,11,10012,"    ","  "," "
01,54,50715,5516,84,1
01,51,24015,"    ","  ",3
01,30,24015,5516,01,1
01,28,60001,"    ","  ",3
01,05,00000,"    ","  "," "
01,00,"     ","    ","  "," "
01,54,24015,5516,02,1
01,53,24015,"    ","  ",3
01,22,60003,"    ","  ",3
01,20,35013,5516,85,1
01,16,24013,"    ","  ",3
01,52,24015,5516,84,1
01,53,24015,5516,01,1
01,22,60111,"    ","  ",3
01,20,60002,"    ","  ",3
01,80,10018,"    ","  ",3
01,50,24015,5503,49,1
01,57,10018,5516,46,1
01,58,10018,"    ","  ",3
01,23,50610,"    ","  "," "
01,44,10015,5516,41,1
01,54,24015,5516,41,1
01,89,10014,"    ","  ",3
01,57,50713,5516,01,1
01,58,10018,5516,47,1
01,62,10018,5516,01,1
01,60,10018,5516,96,1
01,42,24015,5516,08,1
01,47,24015,5516,01,1
01,23,24015,5503,53,1
01,16,24015,"    ","  ",3
01,15,24013,"    ","  ",3
01,15,24013,"    ","  ",3
01,45,60714,5516,84,1
01,15,24013,"    ","  ",3
01,14,24011,"    ","  "," "
01,08,10011,"    ","  "," "
01,47,10018,"    ","  ",3
01,17,24015,"    ","  ",3
01,15,24012,"    ","  ",3
01,12,10015,5532,01," "
01,10,10013,"    ","  "," "
01,25,35011,5532,13,1
01,05,00000,"    ","  "," "
01,68,10018,5532,32,1
01,43,60002,5532,13,1
01,22,60003,"    ","  ",3
01,15,24013,"    ","  ",3
01,08,10012,"    ","  "," "
01,63,60314,5532,01,1
01,59,60732,"    ","  "," "
01,18,34013,"    ","  ",3
01,48,60915,5532,11,1
01,54,60911,5532,86,1
01,18,34013,"    ","  ",3
01,48,24015,5522,45,1
01,54,24015,5522,45,1
01,42,60111,"    ","  ",3
01,18,34011,5532,13,1
01,12,10018,"    ","  "," "
01,09,10013,"    ","  "," "
01,08,10011,"    ","  "," "
01,03,"     ","    ","  "," "
01,44,24015,"    ","  ",3
01,17,35011,"    ","  ",3
01,15,24013,"    ","  ",3
01,10,10014,"    ","  "," "
01,27,10018,5532,43,1
01,24,60413,5532,47,1
01,01,"     ","    ","  "," "
01,63,10018,5532,13,1
01,55,24015,5532,96,1
01,10,10014,"    ","  "," "
01,08,10012,"    ","  "," "
01,55,10018,5532,47,1
01,44,10018,5532,13,1
01,20,35013,5532,47,1
01,24,24013,5532,01,1
01,06,00000,"    ","  "," "
01,05,00000,"    ","  "," "
01,26,24015,5532,47,1
01,26,60612,5532,47,1
01,19,35013,5532,13,1
01,21,10018,5532,01,1
01,56,24015,5532,13,1
01,22,60003,"    ","  ",3
01,20,60001,"    ","  ",3
01,18,35011,"    ","  ",3
01,44,40713,5538,16,1
01,49,24015,"    ","  ",3
01,47,24015,5518,41,1
01,39,24013,5538,56,1
01,19,24015,5538,56,1
01,17,24015,"    ","  ",3
01,15,24013,5538,56,1
01,09,10012,"    ","  "," "
01,45,10014,5538,31,1
01,40,24015,"    ","  "," "
01,16,24015,"    ","  ",3
01,15,24012,"    ","  ",3
01,12,10014,"    ","  "," "
01,34,10018,5538,31,1
01,24,10018,"    ","  ",3
01,07,02000,"    ","  "," "
01,03,"     ","    ","  "," "
01,00,"     ","    ","  "," "
01,39,24015,5538,47,1
01,42,50613,5538,47,1
01,10,10014,"    ","  "," "
01,64,10018,"    ","  ",3
01,36,10018,5538,31,1
01,22,10018,5538,31,1
01,27,24015,5517,46,1
01,06,02000,"    ","  "," "
01,33,24015,5538,31,1
01,29,24015,"    ","  ",3
01,12,10015,"    ","  "," "
01,02,"     ","    ","  "," "
01,29,24015,5538,47,1
01,23,35013,5538,11,1
01,08,10011,"    ","  "," "
01,39,24015,5538,31,1
01,29,24013,"    ","  ",3
01,07,02000,"    ","  "," "
01,05,00000,"    ","  "," "
01,61,10018,5538,47,1
01,27,24015,5538,31,1
01,43,24011,5538,11,1
01,40,10018,"    ","  ",3
01,22,60001,5538,84,1
01,07,10011,"    ","  "," "
01,46,10018,5538,84,1
01,46,10018,5538,96,1
01,14,24012,"    ","  "," "
01,43,24012,5538,31,1
01,34,24012,5538,47,1
01,14,24012,"    ","  "," "
01,12,10015,"    ","  "," "
01,09,10012,"    ","  "," "
01,85,10014,"    ","  ",3
01,30,10018,5538,47,1
01,17,34011,"    ","  ",3
01,33,24015,5538,01,1
01,28,60002,5538,47,1
01,09,10012,"    ","  "," "
01,01,"     ","    ","  "," "
01,73,10012,5538,01,1
01,22,10012,"    ","  ",3
01,53,10012,5538,31,1
01,52,10018,5538,14,1
01,32,24012,"    ","  ",2
01,15,24013,"    ","  ",3
01,12,10015,"    ","  "," "
01,81,10018,"    ","  ",3
01,74,10015,"    ","  ",2
01,70,10015,"    ","  ",2
01,36,10018,5538,46,1
01,37,24015,"    ","  "," "
01,14,24011,5538,01," "
01,13,10018,5538,01," "
01,10,10013,"    ","  "," "
01,08,02000,"    ","  "," "
01,04,"     ","    ","  "," "
01,71,10018,"    ","  ",3
01,41,10018,5538,01,1
01,31,60111,5538,85,1
01,23,24015,5538,31,1
01,23,34013,5538,31,1
01,05,00000,"    ","  "," "
01,02,"     ","    ","  "," "
01,30,24015,5538,47,1
01,05,00000,"    ","  "," "
01,72,24015,5546,01,1
01,68,60001,"    ","  ",3
01,65,60713,5546,84,1
01,65,24015,"    ","  ",3
01,29,60411,1102,61,1
01,47,24015,5546,41,1
01,47,24015,5546,84,1
01,27,24015,5546,43,1
01,20,35013,"    ","  ",3
01,17,34011,"    ","  ",3
01,14,24011,"    ","  "," "
01,11,10015,"    ","  "," "
01,22,24015,5546,41,1
01,20,24015,"    ","  ",3
01,03,"     ","    ","  "," "
01,74,10012,5546,47,1
01,57,00000,"    ","  ",3
01,63,00000,"    ","  ",3
01,54,10014,5546,01,1
01,48,24015,5546,01,1
01,66,24015,"    ","  ",3
01,69,24015,"    ","  ",3
01,44,60321,"    ","  ",3
01,45,60001,5546,84,1
01,43,24015,"    ","  "," "
01,18,35013,"    ","  ",3
01,52,24015,"    ","  ",2
01,44,10018,"    ","  ",3
01,24,34013,"    ","  "," "
01,18,10013,5546,01,1
01,06,01000,"    ","  "," "
01,47,40716,5546,46,1
01,47,24015,5546,96,1
01,23,35013,5546,45,1
01,17,34011,"    ","  ",3
01,12,10015,"    ","  "," "
01,10,10013,"    ","  "," "
01,04,"     ","    ","  "," "
01,42,24015,1102,93,1
01,44,24015,"    ","  ",2
01,25,24015,"    ","  ",3
01,16,24013,"    ","  ",3
01,06,02000,"    ","  "," "
01,18,35011,5546,77,1
01,01,"     ","    ","  "," "
01,56,10018,5546,14,1
01,28,24013,"    ","  ",3
01,26,24015,5531,14,1
01,11,10015,"    ","  "," "
01,50,24015,5546,84,1
01,47,50415,"    ","  ",3
01,26,60231,5546,84,1
01,26,60003,1110,47,1
01,03,"     ","    ","  "," "
01,32,24015,5546,56,1
01,25,24015,5546,56,1
01,11,10014,"    ","  "," "
01,09,10013,"    ","  "," "
01,25,24015,5546,46,1
01,23,35013,5546,47,1
01,06,01000,"    ","  "," "
02,57,24015,0901,41,1
02,56,40415,0901,84,1
02,20,60003,"    ","  ",3
02,03,"     ","    ","  "," "
02,73,10018,0901,84,1
02,72,10018,0901,84,1
02,46,60111,0901,84,1
02,44,70188,0901,85,1
02,30,60811,0901,55,1
02,16,24015,"    ","  ",3
02,35,61013,"    ","  "," "
02,33,61041,"    ","  "," "
02,32,60002,"    ","  "," "
02,63,10018,0901,01,1
02,53,00000,0901,01,1
02,56,10018,0901,84,1
02,39,60002,0901,41,1
02,68,10018,0901,01,1
02,46,60111,0901,56,1
02,12,10015,"    ","  "," "
02,06,02000,"    ","  "," "
02,42,60002,"    ","  "," "
02,39,50716,0901,49,1
02,30,60002,"    ","  ",3
02,05,01000,"    ","  "," "
02,03,"     ","    ","  "," "
02,57,24015,0901,84,1
02,52,60415,0901,84,1
02,35,61013,0901,47,1
02,15,24013,"    ","  ",3
02,00,"     ","    ","  "," "
02,48,10013,0901,84,1
02,54,40415,0901,84,1
02,20,34011,0901,84,1
02,17,34011,"    ","  ",3
02,35,61013,0901,96,1
02,04,"     ","    ","  "," "
02,02,"     ","    ","  "," "
02,34,60714,"    ","  "," "
02,48,40415,0901,41,1
02,63,61041,0901,01,1
02,44,40415,0901,46,1
02,37,60002,0901,84,1
02,18,34013,0901,84,1
02,17,34021,"    ","  ",3
02,01,"     ","    ","  "," "
02,26,24015,0901,96,1
02,05,01000,"    ","  "," "
02,52,24015,0901,96,1
02,30,24015,0901,41,1
02,15,24013,"    ","  ",3
02,15,24013,"    ","  ",3
02,57,40415,0903,42,1
02,50,10015,0901,84,1
02,05,01000,"    ","  "," "
02,00,"     ","    ","  "," "
02,49,50731,0901,84,1
02,66,10018,0901,84,1
02,59,24015,0901,01,1
02,63,60413,0901,47,1
02,24,34011,"    ","  ",2
02,58,24015,0901,01,1
02,58,50723,0901,84,1
02,24,60732,0901,84,1
02,51,10015,0901,55,1
02,44,10015,0901,96,1
02,13,24011,"    ","  "," "
02,41,24015,0901,55,1
02,69,60716,0901,50,1
02,37,60732,0901,31,1
02,38,60111,0903,85,1
02,58,10018,0901,01,1
02,53,24012,0901,01,1
02,19,34033,0904,42,1
02,16,24015,"    ","  ",3
02,41,61041,0901,01,1
02,42,60613,0901,47,1
02,01,"     ","    ","  "," "
02,44,60002,0901,80,1
02,43,60002,0901,55,1
02,21,60003,"    ","  ",3
02,12,24011,"    ","  "," "
02,43,71032,0901,47,1
02,40,70421,0901,84,1
02,03,"     ","    ","  "," "
02,01,"     ","    ","  "," "
02,58,24015,0904,01,1
02,53,24015,0904,01,1
02,17,34011,"    ","  ",3
02,16,24015,"    ","  ",3
02,15,24012,"    ","  ",3
02,48,24013,0904,41,1
02,56,24015,0904,84,1
02,20,60002,0904,84,1
02,58,24015,0904,85,1
02,51,60111,0904,85,1
02,29,24015,"    ","  ",2
02,34,60412,0904,84,1
02,03,"     ","    ","  "," "
02,39,60612,0901,96,1
02,40,60488,0904,84,1
02,16,24015,"    ","  ",3
02,15,24013,"    ","  ",3
02,08,10012,"    ","  "," "
02,77,10018,"    ","  ",3
02,71,10018,"    ","  ",3
02,32,60711,0904,84,1
02,41,60612,0901,84,1
02,38,60111,0904,96,1
02,14,24012,"    ","  "," "
02,12,10018,"    ","  "," "
02,48,24015,0904,84,1
02,36,24015,0901,84,1
02,18,34011,"    ","  ",3
02,13,10018,"    ","  "," "
02,12,10014,"    ","  "," "
02,11,10013,"    ","  "," "
02,04,"     ","    ","  "," "
02,82,10015,"    ","  ",3
02,42,60111,0904,84,1
02,36,60111,0904,84,1
02,14,24011,"    ","  "," "
02,18,34031,"    ","  ",3
02,74,60913,"    ","  ",3
02,60,60913,"    ","  ",3
02,79,24013,0904,84,1
02,51,40722,0901,41,1
02,53,24015,0901,84,1
02,54,24015,0904,47,1
02,26,60003,0904,47,1
02,23,61015,0901,56,1
02,20,24011,"    ","  ",3
02,18,34011,"    ","  ",3
02,04,"     ","    ","  "," "
02,63,10018,0904,84,1
02,60,24015,0904,84,1
02,37,40716,0904,84,1
02,42,50611,0904,84,1
02,19,24015,"    ","  ",3
02,14,24011,"    ","  "," "
02,38,60002,0901,49,1
02,37,60002,0904,47,1
02,13,10018,"    ","  "," "
02,05,01000,"    ","  "," "
02,03,"     ","    ","  "," "
02,43,24015,0901,84,1
02,46,60413,"    ","  ",3
02,75,61011,"    ","  ",3
02,74,60688,"    ","  ",3
02,24,34013,1510,56,1
02,03,"     ","    ","  "," "
02,80,24015,"    ","  ",3
02,75,60111,"    ","  ",3
02,67,24015,"    ","  ",3
02,65,60002,1510,01,1
02,44,60002,1510,01,1
02,69,60003,1510,41,1
02,51,24015,1510,47,1
02,11,10014,"    ","  "," "
02,70,10014,"    ","  ",3
02,73,24012,"    ","  ",3
02,37,60001,1510,56,1
02,36,24015,"    ","  "," "
02,16,24015,"    ","  ",3
02,14,24011,"    ","  "," "
02,05,00000,"    ","  "," "
02,49,60002,1529,80,1
02,50,24015,1510,47,1
02,20,60002,"    ","  ",3
02,18,34011,"    ","  ",3
02,15,24013,"    ","  ",3
02,34,24015,1510,41,1
02,31,60001,"    ","  ",3
02,10,10014,"    ","  "," "
02,07,00000,"    ","  "," "
02,02,"     ","    ","  "," "
02,45,24015,1510,46,1
02,32,24013,1510,96,1
02,16,24012,"    ","  ",3
02,13,10018,"    ","  "," "
02,10,10014,"    ","  "," "
02,08,10011,"    ","  "," "
02,04,"     ","    ","  "," "
02,48,60819,1510,47,1
02,25,60003,1510,47,1
02,02,"     ","    ","  "," "
02,22,34013,1510,41,1
02,18,34011,"    ","  ",3
02,00,"     ","    ","  "," "
02,58,10013,1510,01,1
02,55,10018,1510,01,1
02,30,24015,1510,41,1
02,21,60001,"    ","  ",3
02,16,24015,"    ","  ",3
02,39,24015,1510,41,1
02,39,24015,"    ","  "," "
02,17,24015,"    ","  ",3
02,16,24012,"    ","  ",3
02,35,24015,1510,41,1
02,32,24015,"    ","  "," "
02,12,10015,"    ","  "," "
02,10,10014,"    ","  "," "
02,75,10011,"    ","  ",3
02,07,10011,"    ","  "," "
02,67,10015,1510,47,1
02,27,60003,1510,49,1
02,29,24015,1510,47,1
02,27,60003,1510,47,1
02,61,24015,1510,01,1
02,52,24015,1510,01,1
02,23,60002,1510,47,1
02,26,60411,1510,47,1
02,03,"     ","    ","  "," "
02,32,60610,1529,47,1
02,31,61013,"    ","  ",3
02,07,10012,"    ","  "," "
02,00,"     ","    ","  "," "
02,41,10012,1511,49,1
02,39,24013,1511,01,1
02,15,24012,"    ","  ",3
02,12,10015,"    ","  "," "
02,37,24012,1511,01,1
02,16,24015,"    ","  ",3
02,06,02000,"    ","  "," "
02,46,24012,1511,41,1
02,45,24015,"    ","  "," "
02,21,60003,1511,84,1
02,12,10015,"    ","  "," "
02,85,10018,"    ","  ",3
02,52,24013,1511,41,1
02,22,34013,1511,56,1
02,59,60001,1511,01,1
02,59,60001,1511,47,1
02,16,24015,1511,47,1
02,69,24013,1511,96,1
02,48,24015,1511,49,1
02,12,10015,"    ","  "," "
02,11,10014,"    ","  "," "
02,62,60002,1511,41,1
02,51,10018,"    ","  ",3
02,21,60003,"    ","  ",3
02,30,24012,1511,41,1
02,23,24015,"    ","  ",3
02,03,"     ","    ","  "," "
02,00,"     ","    ","  "," "
02,69,24012,1511,46,1
02,49,24012,1511,01,1
02,08,10013,"    ","  "," "
02,19,60001,"    ","  ",3
02,40,24015,1511,01,1
02,35,60111,1511,85,1
02,14,24012,"    ","  "," "
02,12,10015,"    ","  "," "
02,67,24012,1511,01,1
02,63,60819,1511,84,1
02,39,24015,"    ","  "," "
02,16,24015,"    ","  ",3
02,11,10014,"    ","  "," "
