Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C09-Work Indicator","C10-Job Indicator","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","C25-Looked for Work or Tried to Establish Business during the past week","C26-Reason for not Looking for Work","C27-Available for Work"
01,38,10018,1," ",2912,01," ","  "," "
01,81,10018,1," ",2905,01," ","  "," "
01,71,10018,2,2,"    ","  ",2,03,2
01,35,60001,1," ",2912,01," ","  "," "
01,50,60001," "," ","    ","  "," ","  "," "
01,15,24013,2,2,"    ","  ",2,08," "
01,20,60003,2,2,"    ","  ",2,08," "
01,72,24011,1," ",2912,01," ","  "," "
01,66,10018,1," ",2912,01," ","  "," "
01,36,24015,1," ",2928,41," ","  "," "
01,34,50913,2,2,"    ","  ",2,07," "
01,04,"     "," "," ","    ","  "," ","  "," "
01,73,10018,1," ",2912,01," ","  "," "
01,76,10018,1," ",2912,01," ","  "," "
01,35,24012,1," ",2912,01," ","  "," "
01,27,60322,1," ",2912,47," ","  "," "
01,49,10018,1," ",2912,01," ","  "," "
01,49,60321,2,2,"    ","  ",2,07," "
01,19,35013,2,2,"    ","  ",2,08," "
01,62,10018,1," ",2912,01," ","  "," "
01,68,10018,2,2,"    ","  ",2,07," "
01,39,60923,1," ",2920,84," ","  "," "
01,39,24015," "," ","    ","  "," ","  "," "
01,14,24011,2,2,"    ","  "," ","  "," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,50,10015,1," ",2912,01," ","  "," "
01,47,24013,1," ",2912,47," ","  "," "
01,74,10018,2,2,"    ","  ",2,61," "
01,73,10018,2,2,"    ","  ",2,07," "
01,61,24015,2,1,2912,01," ","  "," "
01,60,10018,2,1,2912,01," ","  "," "
01,31,24015,1," ",2912,01," ","  "," "
01,30,50721,1," ",2912,01," ","  "," "
01,10,10013,2,2,"    ","  "," ","  "," "
01,02,"     "," "," ","    ","  "," ","  "," "
01,90,10011,2,2,"    ","  ",2,63," "
01,63,10015,2,2,"    ","  ",2,07," "
01,54,60716,1," ",2912,01," ","  "," "
01,49,60111,1," ",2912,85," ","  "," "
01,21,60003,2,2,"    ","  ",2,08," "
01,20,60001,2,2,"    ","  ",2,08," "
01,16,24015,2,2,"    ","  ",2,08," "
01,89,24015,2,2,"    ","  ",2,61," "
01,43,40716,1," ",2912,01," ","  "," "
01,09,10012,2,2,"    ","  "," ","  "," "
01,39,60001,1," ",2906,41," ","  "," "
01,26,24015,2,2,"    ","  ",2,07," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,31,24015,1," ",2934,82," ","  "," "
01,32,24015," "," ","    ","  "," ","  "," "
01,11,10015,2,2,"    ","  "," ","  "," "
01,48,24015,1," ",2912,01," ","  "," "
01,45,24015," "," ","    ","  "," ","  "," "
01,23,60002,2,2,"    ","  ",2,08," "
01,24,41013,1," ",2912,47," ","  "," "
01,04,"     "," "," ","    ","  "," ","  "," "
01,77,10015,1," ",2912,01," ","  "," "
01,78,10018,1," ",2912,01," ","  "," "
01,46,10018,1," ",2912,41," ","  "," "
01,48,10018,1," ",2912,01," ","  "," "
01,20,60001,2,2,"    ","  ",2,08," "
01,15,24012,2,2,"    ","  ",2,08," "
01,38,40610,1," ",2934,64," ","  "," "
01,36,24015," "," ","    ","  "," ","  "," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,39,50613,1," ",2925,03," ","  "," "
01,36,50913,1," ",2925,47," ","  "," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,52,10013,1," ",2925,10," ","  "," "
01,49,24015,1," ",2925,47," ","  "," "
01,24,60001,1," ",2925,84," ","  "," "
01,21,34013,1," ",2906,47," ","  "," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,28,10018,1," ",2925,10," ","  "," "
01,75,10018,2,2,"    ","  ",2,61," "
01,81,10018,2,2,"    ","  ",2,07," "
01,52,60003,2,2,"    ","  ",2,07," "
01,40,24015,1," ",2925,41," ","  "," "
01,43,50613,1," ",2925,56," ","  "," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,08,10011,2,2,"    ","  "," ","  "," "
01,40,24015,1," ",2925,41," ","  "," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,75,60002,1," ",2925,01," ","  "," "
01,71,10018,2,2,"    ","  ",2,07," "
01,36,24015,1," ",2925,41," ","  "," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,25,24015,1," ",2914,47," ","  "," "
01,38,24015,1," ",2916,41," ","  "," "
01,34,24015,2,2,"    ","  ",2,07," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,59,24015,1," ",2925,01," ","  "," "
01,64,10018,1," ",2925,47," ","  "," "
01,54,24015,1," ",2924,41," ","  "," "
01,51,24015,1," ",2925,01," ","  "," "
01,29,60413,1," ",2906,64," ","  "," "
01,44,10013,1," ",2924,47," ","  "," "
01,22,60003,1," ",2925,41," ","  "," "
01,17,34011,2,2,"    ","  ",2,08," "
01,15,24013,2,2,"    ","  ",2,08," "
01,07,02000,2,2,"    ","  "," ","  "," "
01,59,10014,1," ",2925,47," ","  "," "
01,57,10018,1," ",2925,96," ","  "," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,58,24015,1," ",2925,01," ","  "," "
01,53,60111,1," ",2925,85," ","  "," "
01,26,60716," "," ","    ","  "," ","  "," "
01,22,60914,1," ",2906,86," ","  "," "
01,18,34013,2,2,"    ","  ",2,08," "
01,76,10012,1," ",2925,47," ","  "," "
01,22,60001,2,2,"    ","  ",2,08," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,82,24015,2,2,"    ","  ",2,07," "
01,18,34013,2,2,"    ","  ",2,08," "
01,15,24013,2,2,"    ","  ",2,08," "
01,35,60314,1," ",2916,41," ","  "," "
01,34,24015,1," ",2925,47," ","  "," "
01,16,24015,2,2,"    ","  ",2,08," "
01,06,01000,2,2,"    ","  "," ","  "," "
01,43,24015,1," ",2925,01," ","  "," "
01,42,10013,1," ",2925,01," ","  "," "
01,11,10015,2,2,"    ","  "," ","  "," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,60,24015,2,2,"    ","  ",2,07," "
01,35,24015,1," ",2925,01," ","  "," "
01,55,24015,1," ",2925,01," ","  "," "
01,50,24015,1," ",2925,01," ","  "," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,38,40714,1," ",2925,01," ","  "," "
01,36,24015,1," ",2906,47," ","  "," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,56,24015,1," ",2925,31," ","  "," "
01,24,60916,1," ",2906,86," ","  "," "
01,21,60002,2,2,"    ","  ",2,08," "
01,34,24015,1," ",2925,96," ","  "," "
01,41,24015,1," ",2925,96," ","  "," "
01,42,24015," "," ","    ","  "," ","  "," "
01,18,34013,2,2,"    ","  ",2,08," "
01,16,24015,2,2,"    ","  ",2,08," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,51,24013,1," ",2925,01," ","  "," "
01,50,24013,1," ",2925,01," ","  "," "
01,28,24012,1," ",2925,41," ","  "," "
01,23,60002,1," ",2925,41," ","  "," "
01,22,34013,1," ",2925,41," ","  "," "
01,07,02000,2,2,"    ","  "," ","  "," "
01,29,24015,1," ",2925,41," ","  "," "
01,29,24015,1," ",2906,96," ","  "," "
01,65,24011,1," ",2925,01," ","  "," "
01,64,10018,1," ",2925,01," ","  "," "
01,42,40714,1," ",2924,95," ","  "," "
01,37,60413," "," ","    ","  "," ","  "," "
01,20,60002,2,2,"    ","  ",2,08," "
01,19,60001,2,2,"    ","  ",2,08," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,12,10018,2,2,"    ","  "," ","  "," "
01,11,10015,2,2,"    ","  "," ","  "," "
01,37,24015,1," ",2925,41," ","  "," "
01,34,60003,1," ",2925,01," ","  "," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,10,10014,2,2,"    ","  "," ","  "," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,62,24015,1," ",2925,01," ","  "," "
01,38,24013,1," ",2925,41," ","  "," "
01,32,24013,1," ",2925,01," ","  "," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,11,10014,2,2,"    ","  "," ","  "," "
01,64,24015,1," ",2925,01," ","  "," "
01,58,10018,1," ",2925,01," ","  "," "
01,35,24015,1," ",2925,01," ","  "," "
01,28,24015,1," ",2925,01," ","  "," "
01,49,10012,1," ",2925,31," ","  "," "
01,42,10018,1," ",2925,56," ","  "," "
01,23,24012,1," ",2925,01," ","  "," "
01,19,60002,2,2,"    ","  ",2,08," "
01,57,24012,1," ",2925,01," ","  "," "
01,45,24015,1," ",3301,10," ","  "," "
01,41,61013,1," ",3301,96," ","  "," "
01,22,60002,2,2,"    ","  ",2,08," "
01,18,24015,2,2,"    ","  ",2,07," "
01,24,10014,1," ",3301,46," ","  "," "
01,01,"     "," "," ","    ","  "," ","  "," "
01,54,24015,1," ",3301,01," ","  "," "
01,47,24015,1," ",3303,41," ","  "," "
01,56,60111,1," ",3301,01," ","  "," "
01,24,60913,1," ",3314,86," ","  "," "
01,43,60111,1," ",3301,01," ","  "," "
01,43,60001,1," ",3301,84," ","  "," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,86,60411,2,2,"    ","  ",2,62," "
01,49,24015,1," ",3301,95," ","  "," "
01,82,10018,2,2,"    ","  ",2,61," "
01,67,10018,2,2,"    ","  ",2,61," "
01,36,60413,1," ",3314,84," ","  "," "
01,34,60914," "," ","    ","  "," ","  "," "
01,30,60914,2,2,"    ","  ",2,07," "
01,06,01000,2,2,"    ","  "," ","  "," "
01,01,"     "," "," ","    ","  "," ","  "," "
01,41,24011,1," ",3301,96," ","  "," "
01,58,60003,1," ",3301,49," ","  "," "
01,56,24015,1," ",3301,96," ","  "," "
01,22,60002,1," ",3314,41," ","  "," "
01,56,60541,2,2,"    ","  ",2,03,2
01,75,10018,2,2,"    ","  ",2,07," "
01,40,50913,1," ",3314,86," ","  "," "
01,32,60002,2,2,"    ","  ",1,"  ",1
01,43,60314,1," ",3314,84," ","  "," "
01,41,60111,1," ",3301,84," ","  "," "
01,15,24012,2,2,"    ","  ",2,08," "
01,09,10013,2,2,"    ","  "," ","  "," "
01,05,01000,2,2,"    ","  "," ","  "," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,68,10018,2,2,"    ","  ",2,61," "
01,30,60811,1," ",3301,12," ","  "," "
01,40,24013,1," ",3301,96," ","  "," "
01,29,60314,1," ",3301,80," ","  "," "
01,30,60001,2,2,"    ","  ",2,07," "
01,10,10014,2,2,"    ","  "," ","  "," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,29,24011,1," ",3301,49," ","  "," "
01,30,60001,2,2,"    ","  ",2,07," "
01,63,24015,1," ",3301,41," ","  "," "
01,60,60413,1," ",3301,96," ","  "," "
01,41,24015,1," ",3301,41," ","  "," "
01,39,60002,1," ",3301,96," ","  "," "
01,35,60111,1," ",1102,82," ","  "," "
01,32,60003,1," ",3301,56," ","  "," "
01,81,10018,2,2,"    ","  ",2,61," "
01,80,10018,2,2,"    ","  ",2,61," "
01,28,60001,2,2,"    ","  ",2,07," "
01,19,24015,2,2,"    ","  ",2,08," "
01,15,24013,2,2,"    ","  ",2,08," "
01,15,24013,2,2,"    ","  ",2,08," "
01,36,24015,1," ",3311,84," ","  "," "
01,32,24015,1," ",3311,84," ","  "," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,56,24015,1," ",3311,01," ","  "," "
01,57,24015,1," ",3311,84," ","  "," "
01,33,60612,1," ",1102,26," ","  "," "
01,55,40713,2,2,"    ","  ",2,04,1
01,54,60111,1," ",3311,85," ","  "," "
01,23,60313,2,2,"    ","  ",2,03,1
01,22,60003,2,2,"    ","  ",2,08," "
01,21,60002,2,2,"    ","  ",2,08," "
01,20,60001,2,2,"    ","  ",2,08," "
01,87,10018,2,2,"    ","  ",2,61," "
01,55,24015,2,2,"    ","  ",1,"  ",1
01,46,24015," "," ","    ","  "," ","  "," "
01,20,60001,2,2,"    ","  ",2,08," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,66,10018,1," ",3311,84," ","  "," "
01,33,24015,1," ",3311,01," ","  "," "
01,32,24015,1," ",3311,56," ","  "," "
01,10,10013,2,2,"    ","  "," ","  "," "
01,09,10012,2,2,"    ","  "," ","  "," "
01,16,24015,2,2,"    ","  ",2,08," "
01,16,24015,2,2,"    ","  ",2,08," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,62,24012,1," ",3311,01," ","  "," "
01,58,24015,2,2,"    ","  ",2,07," "
01,30,60913,2,2,"    ","  ",1,"  ",1
01,57,24015,1," ",3311,01," ","  "," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,63,10018,1," ",3311,01," ","  "," "
01,59,24015,1," ",3311,01," ","  "," "
01,31,24012,1," ",3311,41," ","  "," "
01,28,60002," "," ","    ","  "," ","  "," "
01,08,10012,2,2,"    ","  "," ","  "," "
01,24,60003,2,2,"    ","  ",2,07," "
01,00,"     "," "," ","    ","  "," ","  "," "
01,10,10014,2,2,"    ","  "," ","  "," "
01,74,24012,2,2,"    ","  ",2,04,1
01,72,24015,1," ",3311,01," ","  "," "
01,73,10018,1," ",3311,01," ","  "," "
01,32,24015,1," ",3311,01," ","  "," "
01,68,24015,2,2,"    ","  ",2,04,1
01,67,24012,2,2,"    ","  ",2,07," "
01,48,10014,1," ",3311,01," ","  "," "
01,47,24011,1," ",3311,84," ","  "," "
01,20,35011,1," ",3311,01," ","  "," "
01,18,35011,2,2,"    ","  ",2,08," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,22,60001,2,2,"    ","  ",2,07," "
01,00,"     "," "," ","    ","  "," ","  "," "
01,38,24015,1," ",3311,49," ","  "," "
01,37,60001,2,2,"    ","  ",2,07," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,16,24013,2,2,"    ","  ",2,08," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,55,24015,2,2,"    ","  ",1,"  ",1
01,53,24015,1," ",3311,01," ","  "," "
01,84,24015,2,2,"    ","  ",2,61," "
01,15,24012,2,2,"    ","  ",2,08," "
01,73,24015,2,2,"    ","  ",2,03,2
01,44,24012,1," ",3302,01," ","  "," "
01,32,24012,2,2,"    ","  ",2,07," "
01,05,00000,2,2,"    ","  "," ","  "," "
01,38,60915,1," ",3314,86," ","  "," "
01,40,60314,1," ",3314,84," ","  "," "
01,19,34023,2,2,"    ","  ",2,08," "
01,14,24011,2,2,"    ","  "," ","  "," "
01,66,60003,2,2,"    ","  ",2,61," "
01,68,60002,2,2,"    ","  ",2,61," "
01,50,24015,1," ",3314,41," ","  "," "
01,22,60001,2,2,"    ","  ",2,08," "
01,27,41013,1," ",3314,56," ","  "," "
01,50,24015,1," ",3314,96," ","  "," "
01,47,24015,1," ",3314,49," ","  "," "
01,47,24015,1," ",3314,96," ","  "," "
01,22,60003,2,2,"    ","  ",2,08," "
01,17,24015,2,2,"    ","  ",2,08," "
01,20,24015,1," ",3314,41," ","  "," "
01,21,34011,2,2,"    ","  ",1,"  ",1
01,49,24015,1," ",3314,49," ","  "," "
01,38,24015,1," ",3314,96," ","  "," "
01,05,00000,2,2,"    ","  "," ","  "," "
01,09,10013,2,2,"    ","  "," ","  "," "
01,56,60002,1," ",3314,18," ","  "," "
01,56,60413,1," ",3314,84," ","  "," "
01,28,60612,1," ",3314,82," ","  "," "
01,20,60002,2,2,"    ","  ",2,08," "
01,63,10018,2,2,"    ","  ",2,63," "
01,70,24015,2,2,"    ","  ",2,61," "
01,49,60913,1," ",3314,47," ","  "," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,32,24013,1," ",3314,49," ","  "," "
01,34,24015,1," ",3314,47," ","  "," "
01,12,10018,2,2,"    ","  "," ","  "," "
01,10,10014,2,2,"    ","  "," ","  "," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,25,24015,1," ",3314,47," ","  "," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,33,24015,1," ",3314,47," ","  "," "
01,33,24015,2,2,"    ","  ",2,07," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,64,24012,1," ",3314,47," ","  "," "
01,27,24015,1," ",3314,41," ","  "," "
01,34,10012,1," ",3314,47," ","  "," "
01,38,60715,1," ",3314,68," ","  "," "
01,38,60913,1," ",3314,86," ","  "," "
01,08,10006,2,2,"    ","  "," ","  "," "
01,49,24015,1," ",3314,45," ","  "," "
01,51,60111,1," ",3314,85," ","  "," "
01,20,60003,2,2,"    ","  ",2,08," "
01,56,24013,1," ",3314,41," ","  "," "
01,52,10018,1," ",3314,96," ","  "," "
01,34,61041,1," ",1102,26," ","  "," "
01,32,60413,1," ",3314,47," ","  "," "
01,23,24012,2,2,"    ","  ",1,"  ",1
01,28,24015,1," ",3314,41," ","  "," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,42,24013,1," ",3314,47," ","  "," "
01,45,24015,2,2,"    ","  ",2,07," "
01,22,60913,2,2,"    ","  ",1,"  ",1
01,21,60001,2,2,"    ","  ",2,08," "
01,17,24015,2,2,"    ","  ",2,08," "
01,38,24012,1," ",3314,11," ","  "," "
01,22,24015,1," ",3314,41," ","  "," "
01,19,24015,1," ",3314,41," ","  "," "
01,17,10018,2,2,"    ","  ",2,01,2
01,45,00000,1," ",3314,49," ","  "," "
01,66,24015,2,2,"    ","  ",2,61," "
01,44,00000,1," ",3314,84," ","  "," "
01,31,60411,1," ",3314,69," ","  "," "
01,25,60001,1," ",3314,56," ","  "," "
01,75,10018,2,2,"    ","  ",2,61," "
01,37,24015,1," ",3315,01," ","  "," "
01,45,60111,1," ",3315,85," ","  "," "
01,20,60002,1," ",3315,01," ","  "," "
01,18,34023,2,2,"    ","  ",2,09," "
01,09,10013,2,2,"    ","  "," ","  "," "
01,08,10012,2,2,"    ","  "," ","  "," "
01,41,60002,1," ",3315,84," ","  "," "
01,29,24015,1," ",3315,01," ","  "," "
01,70,40913,2,2,"    ","  ",2,62," "
01,68,10018,1," ",3315,01," ","  "," "
01,65,10018,1," ",3315,01," ","  "," "
01,28,24015,1," ",3315,41," ","  "," "
01,22,60003,1," ",3315,01," ","  "," "
01,23,60003,1," ",3315,41," ","  "," "
01,25,60612,1," ",3314,56," ","  "," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,75,24011,1," ",3315,01," ","  "," "
01,73,10018,2,2,"    ","  ",2,61," "
01,49,50716,1," ",3315,92," ","  "," "
01,49,24015,2,2,"    ","  ",2,07," "
01,20,60001,1," ",3314,56," ","  "," "
01,16,24015,2,2,"    ","  ",2,08," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,64,10018,1," ",3315,01," ","  "," "
01,72,10012,2,2,"    ","  ",2,61," "
01,56,10018,1," ",3315,01," ","  "," "
01,59,24015,1," ",3315,01," ","  "," "
01,37,24015," "," ","    ","  "," ","  "," "
01,37,10013,1," ",3315,01," ","  "," "
01,18,34011,2,2,"    ","  ",2,08," "
01,15,24012,2,2,"    ","  ",2,08," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,10,10013,2,2,"    ","  "," ","  "," "
01,08,10012,2,2,"    ","  "," ","  "," "
01,34,61013,1," ",3314,56," ","  "," "
01,57,24013,1," ",3315,01," ","  "," "
01,29,60003,1," ",3315,01," ","  "," "
01,04,"     "," "," ","    ","  "," ","  "," "
01,36,24012,1," ",3315,01," ","  "," "
01,37,60111," "," ","    ","  "," ","  "," "
01,63,24013,1," ",3315,84," ","  "," "
01,61,24013,1," ",3315,56," ","  "," "
01,23,60413,1," ",3315,84," ","  "," "
01,20,60001,2,2,"    ","  ",2,08," "
01,62,10014,1," ",3315,01," ","  "," "
01,55,10018,1," ",3315,01," ","  "," "
01,33,24015,1," ",3315,01," ","  "," "
01,31,24015,2,2,"    ","  ",2,07," "
01,00,"     "," "," ","    ","  "," ","  "," "
01,15,24015,2,2,"    ","  ",2,08," "
01,59,10018,1," ",3315,01," ","  "," "
01,39,60111,1," ",3319,85," ","  "," "
01,42,24012,1," ",3319,01," ","  "," "
01,16,24015,2,2,"    ","  ",2,08," "
01,12,10018,2,2,"    ","  "," ","  "," "
01,63,24012,2,2,"    ","  ",2,63," "
01,36,40913," "," ","    ","  "," ","  "," "
01,65,40913,2,2,"    ","  ",2,62," "
01,29,60713,1," ",3319,85," ","  "," "
01,39,10018,1," ",3319,45," ","  "," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,13,24011,2,2,"    ","  "," ","  "," "
01,40,24015,1," ",3319,96," ","  "," "
01,17,24015,2,2,"    ","  ",2,08," "
01,62,24011,2,2,"    ","  ",2,61," "
01,67,24013,2,2,"    ","  ",2,61," "
01,76,10018,1," ",3319,01," ","  "," "
01,30,60413," "," ","    ","  "," ","  "," "
01,22,60003,1," ",3314,56," ","  "," "
01,56,24015," "," ","    ","  "," ","  "," "
01,43,60001,1," ",3319,47," ","  "," "
01,65,10018,2,2,"    ","  ",2,61," "
01,64,60002,2,2,"    ","  ",2,62," "
01,35,24015,1," ",3314,80," ","  "," "
01,34,10018,1," ",3315,41," ","  "," "
01,54,24015,1," ",3319,01," ","  "," "
01,60,24015,1," ",3319,01," ","  "," "
01,35,24015,1," ",3319,01," ","  "," "
01,55,60001,1," ",3319,01," ","  "," "
01,50,60002,1," ",3319,47," ","  "," "
01,18,34013,2,2,"    ","  ",2,08," "
01,27,24015,1," ",3319,01," ","  "," "
01,29,24015,2,2,"    ","  ",2,07," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,00,"     "," "," ","    ","  "," ","  "," "
01,25,24015,1," ",3319,01," ","  "," "
01,25,60111,2,2,"    ","  ",2,09," "
01,20,34013,2,2,"    ","  ",2,01,2
01,17,34011,2,2,"    ","  ",2,08," "
01,46,60314," "," ","    ","  "," ","  "," "
01,43,10018,1," ",3319,01," ","  "," "
01,32,24015,2,2,"    ","  ",2,07," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,01,"     "," "," ","    ","  "," ","  "," "
01,59,24015,1," ",3319,01," ","  "," "
01,33,24015,1," ",3319,41," ","  "," "
01,29,24015,2,2,"    ","  ",2,07," "
01,08,10012,2,2,"    ","  "," ","  "," "
01,10,10014,2,2,"    ","  "," ","  "," "
01,00,"     "," "," ","    ","  "," ","  "," "
01,64,24015,2,2,"    ","  ",2,62," "
01,59,10011,2,2,"    ","  ",2,07," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,09,10012,2,2,"    ","  "," ","  "," "
01,68,10013,2,2,"    ","  ",2,61," "
01,41,24015," "," ","    ","  "," ","  "," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,54,24015,1," ",3319,84," ","  "," "
01,58,60111," "," ","    ","  "," ","  "," "
01,31,60111,1," ",3319,84," ","  "," "
01,38,60111," "," ","    ","  "," ","  "," "
01,15,24015,2,2,"    ","  ",2,08," "
01,57,60111,1," ",3319,85," ","  "," "
01,33,60811,1," ",3319,46," ","  "," "
01,30,60111,1," ",3319,85," ","  "," "
01,24,60313,1," ",3319,84," ","  "," "
01,46,60314,1," ",3314,84," ","  "," "
01,44,60003," "," ","    ","  "," ","  "," "
01,23,60314,2,2,"    ","  ",1,"  ",1
01,21,60003,2,2,"    ","  ",2,08," "
01,68,10012,1," ",3319,01," ","  "," "
01,33,24015,1," ",3319,01," ","  "," "
01,32,24015," "," ","    ","  "," ","  "," "
01,24,24015," "," ","    ","  "," ","  "," "
01,27,10018,1," ",3319,01," ","  "," "
01,37,61041,1," ",3319,41," ","  "," "
01,36,60111," "," ","    ","  "," ","  "," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,60,24013," "," ","    ","  "," ","  "," "
01,74,10018,1," ",3320,84," ","  "," "
01,57,10013,1," ",3320,96," ","  "," "
01,19,34013,1," ",3320,47," ","  "," "
01,25,61013,2,2,"    ","  ",2,07," "
01,00,"     "," "," ","    ","  "," ","  "," "
01,17,24015,2,2,"    ","  ",2,08," "
01,10,10014,2,2,"    ","  "," ","  "," "
01,30,24015,1," ",3320,41," ","  "," "
01,30,24015,2,2,"    ","  ",2,07," "
01,03,"     "," "," ","    ","  "," ","  "," "
01,01,"     "," "," ","    ","  "," ","  "," "
01,79,60111,2,2,"    ","  ",2,62," "
01,75,60111,2,2,"    ","  ",2,62," "
01,57,24015,2,2,"    ","  ",2,04,1
01,62,24015,1," ",3320,01," ","  "," "
01,38,24015,2,2,"    ","  ",2,07," "
01,15,24013,2,2,"    ","  ",2,08," "
01,06,02000,2,2,"    ","  "," ","  "," "
01,02,"     "," "," ","    ","  "," ","  "," "
01,36,24015,1," ",3307,41," ","  "," "
01,34,24015,2,2,"    ","  ",2,07," "
01,34,24015,1," ",3320,47," ","  "," "
01,32,24015,2,2,"    ","  ",2,07," "
01,12,10015,2,2,"    ","  "," ","  "," "
01,07,10011,2,2,"    ","  "," ","  "," "
01,70,10013,1," ",3320,01," ","  "," "
01,66,24011,2,2,"    ","  ",2,07," "
01,08,10012,2,2,"    ","  "," ","  "," "
01,38,10015,1," ",3312,46," ","  "," "
01,40,10013,1," ",3320,01," ","  "," "
01,17,10012,2,2,"    ","  ",2,07," "
01,07,02000,2,2,"    ","  "," ","  "," "
01,04,"     "," "," ","    ","  "," ","  "," "
01,02,"     "," "," ","    ","  "," ","  "," "
01,38,10014,1," ",3320,01," ","  "," "
01,36,24015,1," ",1102,55," ","  "," "
01,16,24015,2,2,"    ","  ",2,08," "
01,14,24012,2,2,"    ","  "," ","  "," "
01,13,10018,2,2,"    ","  "," ","  "," "
01,77,10015,2,2,"    ","  ",2,03,2
01,73,60001,1," ",3320,11," ","  "," "
01,74,40415,1," ",3320,11," ","  "," "
01,12,10018,2,2,"    ","  "," ","  "," "
01,49,24015,1," ",3320,01," ","  "," "
01,39,10014,1," ",3320,01," ","  "," "
01,17,24015,2,2,"    ","  ",2,08," "
01,12,10018,2,2,"    ","  "," ","  "," "
01,20,35013,1," ",3320,41," ","  "," "
01,21,34023,2,2,"    ","  ",2,03,2
01,66,24015,1," ",3320,47," ","  "," "
01,33,24015,1," ",3320,47," ","  "," "
01,18,34011,2,2,"    ","  ",2,08," "
01,42,60002," "," ","    ","  "," ","  "," "
01,12,10018,2,2,"    ","  "," ","  "," "
01,43,24015,1," ",3320,96," ","  "," "
01,17,24015,2,2,"    ","  ",2,08," "
01,08,10012,2,2,"    ","  "," ","  "," "
01,71,10018,2,2,"    ","  ",2,61," "
